commontreeid,ownership,height,age,dbh,botanical_names,common_names,origin,region
ID_6944,State,10.5,-1,24.4,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6945,State,11,-1,30.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6946,State,15,-1,31.2,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6947,State,11,-1,31.8,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6948,State,13,-1,41.4,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6949,State,13.5,-1,42.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6950,State,13,-1,43.9,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6951,State,12.5,-1,43.9,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6952,State,16,-1,45.2,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6953,State,17.5,-1,45.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6954,State,15.5,-1,46.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6955,State,12,-1,46.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6956,State,13.5,-1,49,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6957,State,15.5,-1,58.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6958,State,14.5,-1,59.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6959,State,17,-1,60.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6960,State,25,-1,64.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6961,State,17,-1,64.8,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6962,State,24.5,-1,65.3,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6963,State,16.5,-1,67.3,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6964,State,23.5,-1,68.6,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6965,State,20,-1,73.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6966,State,20,-1,76.2,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6967,State,28,-1,79.2,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6968,State,20,-1,79.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6969,State,28,-1,81.3,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6970,State,21,-1,82.6,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6971,State,25,-1,90.2,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6972,State,30,-1,90.4,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6973,State,25,-1,91.4,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6974,State,21,-1,94,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6975,State,20,-1,94.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6976,State,21,-1,95.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6977,State,24,-1,97.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6978,State,25,-1,97.8,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6979,State,33.5,-1,98.6,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6980,State,27.5,-1,103.4,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6981,State,33,-1,103.6,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6982,State,23,-1,104.4,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6983,State,28.5,-1,107.7,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6984,State,29,-1,109.5,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6985,State,34,-1,110.2,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6986,State,29,-1,111.3,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6987,State,31,-1,127.8,Quercus palustris,Pin oak,"Modesto, CA",NoEast
ID_6988,State,5,-1,5.8,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6989,State,4.5,-1,5.8,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6990,State,4,-1,6.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6991,State,4.5,-1,6.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6992,State,5.5,-1,9.1,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6993,State,5.5,-1,9.1,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6994,State,5,-1,9.7,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6995,State,5,-1,10.2,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6996,State,8,-1,11.9,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6997,State,10.5,-1,18.5,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6998,State,13.5,-1,26.7,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_6999,State,12.5,-1,30.2,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7000,State,11.5,-1,30.2,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7001,State,11,-1,31.2,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7002,State,15,-1,40.6,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7003,State,13.5,-1,41.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7004,State,12,-1,42.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7005,State,13,-1,43.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7006,State,12,-1,46.7,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7007,State,17.5,-1,56.1,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7008,State,17,-1,56.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7009,State,16.5,-1,56.6,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7010,State,24,-1,57.4,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7011,State,15.5,-1,57.7,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7012,State,16,-1,58.9,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7013,State,21,-1,66,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7014,State,17,-1,66,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7015,State,19,-1,69.1,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7016,State,21,-1,75.7,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7017,State,16.5,-1,76.2,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7018,State,18.5,-1,92.5,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7019,State,16.5,-1,96,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7020,State,24,-1,113,Quercus phellos,Willow oak,"Modesto, CA",NoEast
ID_7021,State,4.5,-1,2.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7022,State,5,-1,5.8,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7023,State,3.5,-1,6.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7024,State,4.5,-1,8.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7025,State,5,-1,8.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7026,State,6.5,-1,8.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7027,State,6,-1,13.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7028,State,9.5,-1,16.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7029,State,6.5,-1,17,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7030,State,7.5,-1,22.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7031,State,7,-1,26.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7032,State,15,-1,34.8,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7033,State,15,-1,37.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7034,State,14,-1,39.4,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7035,State,18,-1,41.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7036,State,12.5,-1,45.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7037,State,12,-1,46,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7038,State,14,-1,46.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7039,State,20.5,-1,47,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7040,State,16.5,-1,52.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7041,State,20,-1,57.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7042,State,16.5,-1,58.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7043,State,19,-1,64,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7044,State,20,-1,67.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7045,State,18,-1,71.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7046,State,19,-1,72.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7047,State,19,-1,76.5,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7048,State,18,-1,76.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7049,State,17,-1,78.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7050,State,29,-1,83.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7051,State,22.5,-1,85.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7052,State,25.5,-1,88.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7053,State,21,-1,89.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7054,State,20,-1,90.4,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7055,State,29,-1,90.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7056,State,23,-1,91.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7057,State,21,-1,95.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7058,State,25.5,-1,100.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7059,State,18,-1,101.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7060,State,19,-1,106.4,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7061,State,31.5,-1,110.5,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7062,State,28,-1,110.5,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7063,State,19,-1,113.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7064,State,21.5,-1,114.3,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7065,State,22,-1,115.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7066,State,24.5,-1,131.1,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7067,State,21,-1,133.9,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7068,State,25,-1,134.6,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7069,State,25,-1,140.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7070,State,29,-1,144.8,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7071,State,28,-1,171.7,Quercus rubra,Northern red oak,"Modesto, CA",NoEast
ID_7072,State,4,-1,4.8,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7073,State,5,-1,5.6,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7074,State,5,-1,9.7,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7075,State,5.5,-1,9.7,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7076,State,4.5,-1,11.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7077,State,8,-1,14.2,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7078,State,9,-1,22.6,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7079,State,9.5,-1,22.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7080,State,8.5,-1,24.1,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7081,State,9.5,-1,26.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7082,State,11,-1,27.2,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7083,State,10,-1,30,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7084,State,6.5,-1,30.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7085,State,8,-1,34,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7086,State,14,-1,36.6,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7087,State,14.5,-1,39.6,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7088,State,13.5,-1,42.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7089,State,9.5,-1,43.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7090,State,12,-1,44.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7091,State,14,-1,45,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7092,State,12,-1,46.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7093,State,13,-1,50.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7094,State,15,-1,50.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7095,State,15,-1,55.1,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7096,State,18,-1,58.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7097,State,16.5,-1,59.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7098,State,22,-1,63.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7099,State,15,-1,64.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7100,State,22,-1,64.8,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7101,State,17,-1,73.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7102,State,14.5,-1,74.2,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7103,State,19.5,-1,75.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7104,State,12,-1,76.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7105,State,19.5,-1,77.7,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7106,State,16,-1,81,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7107,State,22.5,-1,81.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7108,State,11,-1,87.1,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7109,State,17,-1,91.9,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7110,State,24,-1,94.2,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7111,State,19.5,-1,95.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7112,State,24,-1,95.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7113,State,23,-1,95.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7114,State,20.5,-1,98.3,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7115,State,18,-1,100.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7116,State,20,-1,102.4,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7117,State,16,-1,109.5,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7118,State,22,-1,116.8,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7119,State,24.5,-1,130,Tilia cordata,Littleleaf linden,"Modesto, CA",NoEast
ID_7120,State,3,-1,3.8,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7121,State,3.5,-1,4.6,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7122,State,3.5,-1,6.4,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7123,State,5,-1,7.4,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7124,State,5.5,-1,8.1,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7125,State,5,-1,9.7,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7126,State,4.5,-1,10.2,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7127,State,5.5,-1,10.4,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7128,State,6,-1,10.7,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7129,State,7.2,-1,15,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7130,State,6,-1,15.2,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7131,State,6.5,-1,15.7,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7132,State,8,-1,16.5,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7133,State,7.5,-1,17.3,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7134,State,7.5,-1,18.8,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7135,State,7,-1,20.6,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7136,State,8.5,-1,22.6,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7137,State,10.5,-1,24.4,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7138,State,10,-1,27.7,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7139,State,9.5,-1,27.9,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7140,State,11,-1,32.8,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7141,State,9.5,-1,33.3,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7142,State,11,-1,34,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7143,State,15.5,-1,46,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7144,State,12,-1,46.7,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7145,State,13,-1,47,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7146,State,11.5,-1,49.8,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7147,State,13.5,-1,55.1,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7148,State,13,-1,57.7,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7149,State,17,-1,69.6,Tilia tomentosa,Silver linden,"Modesto, CA",NoEast
ID_7150,State,3.6,-1,3,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7151,State,4,-1,3.9,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7152,State,8.5,-1,15,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7153,State,9,-1,20.8,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7154,State,11,-1,27.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7155,State,12.5,-1,27.9,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7156,State,11,-1,30.7,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7157,State,8.5,-1,31.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7158,State,13,-1,32.5,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7159,State,12,-1,33.8,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7160,State,9.5,-1,37.3,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7161,State,12.5,-1,39.6,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7162,State,16,-1,42.9,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7163,State,15,-1,48.8,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7164,State,11,-1,51.3,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7165,State,17,-1,58.9,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7166,State,14,-1,63.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7167,State,14,-1,63.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7168,State,30,-1,66,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7169,State,17.5,-1,66.5,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7170,State,24,-1,70.1,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7171,State,19,-1,72.4,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7172,State,17,-1,78.7,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7173,State,20,-1,79.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7174,State,21,-1,81.3,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7175,State,25,-1,85.1,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7176,State,22,-1,88.1,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7177,State,22,-1,92.5,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7178,State,17,-1,93.5,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7179,State,22,-1,93.7,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7180,State,20,-1,94.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7181,State,21.5,-1,99.3,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7182,State,26,-1,99.6,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7183,State,22.5,-1,103.1,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7184,State,19.5,-1,107.2,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7185,State,26,-1,111,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7186,State,29,-1,114,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7187,State,26,-1,116.8,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7188,State,22,-1,133.9,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7189,State,22,-1,155.7,Ulmus americana,American elm,"Modesto, CA",NoEast
ID_7190,State,3.5,-1,5.3,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7191,State,4.5,-1,5.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7192,State,5.5,-1,13.2,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7193,State,7,-1,13.2,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7194,State,8,-1,13.2,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7195,State,5,-1,13.7,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7196,State,7,-1,16.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7197,State,5.5,-1,16.8,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7198,State,7.5,-1,17.3,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7199,State,9,-1,21.8,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7200,State,12.5,-1,30,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7201,State,10,-1,30.2,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7202,State,12.5,-1,31.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7203,State,14,-1,39.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7204,State,15.5,-1,41.1,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7205,State,13.5,-1,43.2,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7206,State,16,-1,45.2,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7207,State,12,-1,45.7,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7208,State,20,-1,45.7,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7209,State,11,-1,46,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7210,State,14,-1,46.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7211,State,12.5,-1,46.7,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7212,State,16.5,-1,49.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7213,State,14,-1,51.3,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7214,State,12,-1,51.8,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7215,State,14.5,-1,55.1,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7216,State,20,-1,56.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7217,State,13.5,-1,60.7,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7218,State,14,-1,64.3,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7219,State,13,-1,65.8,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7220,State,23,-1,71.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7221,State,18,-1,72.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7222,State,12,-1,72.6,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7223,State,23,-1,77.5,Zelkova serrata,Japanese zelkova,"Modesto, CA",NoEast
ID_7224,State,12,20,26.4,Fraxinus pennsylvanica,Green ash,"Modesto, CA",TpIntW
ID_7225,State,16.5,65,76.5,Catalpa speciosa,Northern catalpa,"Modesto, CA",TpIntW
ID_7226,State,21,95,64.8,Robinia pseudoacacia,Black locust,"Modesto, CA",TpIntW
ID_7227,State,20,95,71.6,Robinia pseudoacacia,Black locust,"Modesto, CA",TpIntW
ID_7228,State,33,77,92.7,Platanus occidentalis,American sycamore,"Modesto, CA",TpIntW
ID_7229,State,18,80,101.3,Robinia pseudoacacia,Black locust,"Modesto, CA",TpIntW
ID_7230,State,24,80,85.1,Robinia pseudoacacia,Black locust,"Modesto, CA",TpIntW
ID_7231,State,33,76,114.8,Platanus occidentalis,American sycamore,"Modesto, CA",TpIntW
ID_7232,State,20,55,50.5,Quercus rubra,Northern red oak,"Modesto, CA",TpIntW
ID_7233,State,11,16,19.1,Quercus rubra,Northern red oak,"Modesto, CA",TpIntW
ID_7234,State,22,67,87.4,Quercus rubra,Northern red oak,"Modesto, CA",TpIntW
ID_7235,State,18.5,66,93.5,Quercus rubra,Northern red oak,"Modesto, CA",TpIntW
ID_7236,State,20.5,70,63.8,Quercus rubra,Northern red oak,"Modesto, CA",TpIntW
ID_7237,State,7,30,36.1,Malus sp.,Crabapple,"Modesto, CA",TpIntW
ID_7238,State,25.5,64,77.7,Acer saccharum,Sugar maple,"Modesto, CA",TpIntW
ID_7239,State,28.5,64,80.5,Acer saccharum,Sugar maple,"Modesto, CA",TpIntW
ID_7240,State,15,30,36.8,Fraxinus pennsylvanica,Green ash,"Modesto, CA",TpIntW
ID_7241,State,21,65,54.1,Platanus occidentalis,American sycamore,"Modesto, CA",TpIntW
